NUM_AUTORIZACION_TC,IND_ANOMALA_SVM,IND_ANOMALA_GN
875335,[-1],BAJA
889101,[-1],BAJA
901451,[-1],NA
853915,[-1],NA
860423,[-1],NA
917834,[-1],BAJA
926255,[-1],NA
901274,[-1],NA
917563,[-1],NA
877104,[-1],NA
885779,[-1],NA
886304,[-1],NA
928587,[-1],NA
851100,[-1],NA
937270,[-1],BAJA
842670,[-1],NA
823557,[-1],NA
831769,[-1],NA
837062,[-1],NA
839266,[-1],NA
865086,[-1],NA
887142,[-1],NA
897244,[-1],NA
904543,[-1],NA
908572,[-1],NA
909976,[-1],NA
920006,[-1],NA
828809,[-1],NA
837279,[-1],NA
842747,[-1],NA
846571,[-1],BAJA
825090,[-1],NA
818374,[-1],NA
921503,[-1],NA
929527,[-1],NA
815794,[-1],BAJA
847225,[-1],BAJA
912895,[-1],BAJA
832119,[-1],NA
904365,[-1],NA
854970,[-1],NA
865576,[-1],NA
854147,[-1],NA
872884,[-1],BAJA
912460,[-1],BAJA
928988,[-1],BAJA
869174,[-1],NA
902255,[-1],NA
825777,[-1],NA
831968,[-1],NA
837366,[-1],NA
856738,[-1],NA
851811,[-1],BAJA
856276,[-1],NA
829548,[-1],BAJA
856692,[-1],NA
888326,[-1],NA
905255,[-1],BAJA
865665,[-1],NA
884663,[-1],BAJA
847794,[-1],NA
826630,[-1],BAJA
855075,[-1],NA
849229,[-1],BAJA
886316,[-1],NA
891604,[-1],NA
848621,[-1],NA
895378,[-1],NA
879105,[-1],NA
823791,[-1],BAJA
849686,[-1],NA
924334,[-1],BAJA
806960,[-1],NA
814589,[-1],BAJA
822176,[-1],BAJA
816774,[-1],BAJA
834409,[-1],BAJA
912781,[-1],NA
922699,[-1],NA
935855,[-1],NA
820458,[-1],NA
829265,[-1],NA
841064,[-1],NA
932477,[-1],NA
836380,[-1],NA
924876,[-1],NA
817244,[-1],NA
837808,[-1],NA
856735,[-1],NA
824649,[-1],NA
918331,[-1],NA
834364,[-1],BAJA
933239,[-1],NA
838013,[-1],NA
864583,[-1],NA
909137,[-1],NA
920924,[-1],NA
829553,[-1],NA
906715,[-1],NA
912791,[-1],NA
826142,[-1],NA
920489,[-1],BAJA
881490,[-1],NA
934983,[-1],BAJA
861220,[-1],NA
912605,[-1],BAJA
892539,[-1],NA
825077,[-1],NA
915430,[-1],NA
829687,[-1],NA
889747,[-1],BAJA
807843,[-1],NA
821859,[-1],NA
852528,[-1],BAJA
865868,[-1],NA
875448,[-1],NA
815038,[-1],NA
841473,[-1],NA
847622,[-1],NA
883590,[-1],NA
856025,[-1],NA
912898,[-1],NA
854979,[-1],NA
877285,[-1],BAJA
931357,[-1],BAJA
902528,[-1],BAJA
819869,[-1],NA
824269,[-1],NA
840671,[-1],NA
844753,[-1],NA
865478,[-1],NA
866762,[-1],BAJA
879754,[-1],NA
933718,[-1],NA
823950,[-1],BAJA
877160,[-1],BAJA
905863,[-1],NA
924701,[-1],NA
905555,[-1],NA
922490,[-1],NA
919042,[-1],NA
897190,[-1],BAJA
810436,[-1],BAJA
815917,[-1],NA
915210,[-1],NA
881718,[-1],BAJA
834009,[-1],NA
840658,[-1],BAJA
841313,[-1],NA
848684,[-1],NA
921441,[-1],BAJA
926112,[-1],NA
929609,[-1],NA
921904,[-1],BAJA
921114,[-1],BAJA
844389,[-1],NA
874432,[-1],NA
895478,[-1],NA
932873,[-1],NA
815330,[-1],BAJA
895972,[-1],NA
882821,[-1],NA
901371,[-1],NA
929232,[-1],BAJA
906302,[-1],NA
921522,[-1],NA
874891,[-1],NA
894020,[-1],BAJA
890778,[-1],NA
844264,[-1],NA
852234,[-1],NA
860407,[-1],NA
918136,[-1],NA
906187,[-1],NA
908709,[-1],NA
887749,[-1],NA
879806,[-1],NA
917668,[-1],BAJA
805514,[-1],NA
887032,[-1],NA
836420,[-1],BAJA
811220,[-1],NA
905833,[-1],NA
892394,[-1],BAJA
893583,[-1],BAJA
919964,[-1],NA
884013,[-1],NA
858452,[-1],BAJA
878938,[-1],NA
901291,[-1],BAJA
891063,[-1],NA
895522,[-1],NA
869146,[-1],BAJA
869738,[-1],NA
841238,[-1],BAJA
843668,[-1],NA
846515,[-1],NA
808674,[-1],NA
809528,[-1],NA
837377,[-1],NA
922239,[-1],NA
923817,[-1],NA
875865,[-1],NA
867062,[-1],BAJA
862670,[-1],NA
838985,[-1],NA
834106,[-1],BAJA
843325,[-1],NA
920443,[-1],NA
932453,[-1],NA
860324,[-1],NA
847796,[-1],BAJA
903824,[-1],NA
930907,[-1],BAJA
930102,[-1],BAJA
905872,[-1],NA
885380,[-1],BAJA
851608,[-1],NA
924947,[-1],NA
866838,[-1],BAJA
904685,[-1],BAJA
908874,[-1],BAJA
865832,[-1],NA
843524,[-1],NA
924471,[-1],BAJA
807632,[-1],BAJA
841122,[-1],BAJA
823249,[-1],BAJA
891636,[-1],NA
877612,[-1],NA
884215,[-1],BAJA
882012,[-1],NA
887564,[-1],NA
924339,[-1],NA
875020,[-1],NA
836589,[-1],NA
835100,[-1],BAJA
820410,[-1],NA
837222,[-1],NA
844185,[-1],NA
860083,[-1],NA
869559,[-1],BAJA
885328,[-1],NA
909177,[-1],NA
898215,[-1],NA
909033,[-1],BAJA
885655,[-1],NA
924603,[-1],NA
863753,[-1],BAJA
834600,[-1],NA
905967,[-1],NA
928563,[-1],NA
936476,[-1],NA
815685,[-1],BAJA
859389,[-1],BAJA
916935,[-1],NA
858302,[-1],NA
866221,[-1],NA
820274,[-1],BAJA
844348,[-1],NA
936694,[-1],NA
899331,[-1],NA
805987,[-1],BAJA
915379,[-1],NA
917087,[-1],NA
912585,[-1],NA
891935,[-1],NA
900527,[-1],NA
928049,[-1],NA
860312,[-1],BAJA
811320,[-1],NA
928920,[-1],BAJA
915348,[-1],NA
910441,[-1],BAJA
829419,[-1],BAJA
907121,[-1],BAJA
917043,[-1],NA
920537,[-1],NA
837219,[-1],NA
882014,[-1],BAJA
906333,[-1],BAJA
836839,[-1],NA
837346,[-1],NA
931708,[-1],BAJA
928585,[-1],BAJA
906273,[-1],BAJA
891786,[-1],BAJA
838199,[-1],NA
912440,[-1],NA
805740,[-1],NA
931164,[-1],NA
912803,[-1],NA
922284,[-1],BAJA
815367,[-1],NA
890141,[-1],NA
918867,[-1],NA
906895,[-1],NA
872980,[-1],NA
936819,[-1],NA
835937,[-1],NA
892098,[-1],NA
909764,[-1],NA
929321,[-1],NA
922880,[-1],BAJA
896707,[-1],NA
926515,[-1],NA
855255,[-1],BAJA
865740,[-1],BAJA
936355,[-1],BAJA
867803,[-1],BAJA
836520,[-1],NA
931816,[-1],BAJA
882711,[-1],NA
913544,[-1],NA
925052,[-1],NA
865522,[-1],NA
892176,[-1],NA
872237,[-1],NA
931319,[-1],BAJA
936310,[-1],BAJA
835204,[-1],NA
810770,[-1],NA
920121,[-1],BAJA
905866,[-1],BAJA
910560,[-1],NA
913245,[-1],NA
893009,[-1],NA
851823,[-1],NA
901378,[-1],NA
841201,[-1],NA
824622,[-1],BAJA
832229,[-1],NA
834472,[-1],NA
891890,[-1],NA
820045,[-1],NA
808463,[-1],BAJA
912779,[-1],NA
852631,[-1],NA
857735,[-1],NA
898070,[-1],NA
909176,[-1],NA
904656,[-1],NA
936976,[-1],NA
837491,[-1],NA
862233,[-1],NA
815899,[-1],BAJA
805119,[-1],NA
812245,[-1],BAJA
829452,[-1],NA
851152,[-1],NA
820515,[-1],NA
905452,[-1],NA
832272,[-1],NA
891095,[-1],NA
848948,[-1],NA
873353,[-1],NA
928796,[-1],NA
811402,[-1],NA
811026,[-1],BAJA
813894,[-1],NA
844303,[-1],NA
851896,[-1],NA
848791,[-1],NA
937611,[-1],NA
912296,[-1],NA
891595,[-1],BAJA
808571,[-1],BAJA
825767,[-1],NA
837428,[-1],NA
810657,[-1],NA
881626,[-1],NA
865313,[-1],BAJA
849071,[-1],NA
852160,[-1],NA
915850,[-1],BAJA
918736,[-1],BAJA
810397,[-1],NA
892047,[-1],NA
929331,[-1],NA
891368,[-1],NA
883397,[-1],NA
864713,[-1],BAJA
869911,[-1],NA
847588,[-1],BAJA
809335,[-1],NA
836073,[-1],NA
891024,[-1],NA
893398,[-1],NA
820295,[-1],BAJA
826918,[-1],NA
865359,[-1],NA
929649,[-1],NA
937977,[-1],NA
845641,[-1],NA
813355,[-1],BAJA
865776,[-1],NA
918172,[-1],NA
852945,[-1],BAJA
805306,[-1],NA
909307,[-1],BAJA
813301,[-1],BAJA
890984,[-1],BAJA
881459,[-1],NA
833687,[-1],NA
860175,[-1],BAJA
916004,[-1],NA
891930,[-1],NA
837023,[-1],NA
881026,[-1],BAJA
851124,[-1],BAJA
915437,[-1],NA
817734,[-1],BAJA
817086,[-1],NA
878520,[-1],BAJA
834063,[-1],BAJA
821761,[-1],NA
932506,[-1],BAJA
930138,[-1],BAJA
932986,[-1],BAJA
865770,[-1],NA
819504,[-1],BAJA
819963,[-1],NA
820351,[-1],BAJA
837696,[-1],NA
838252,[-1],BAJA
832243,[-1],BAJA
824159,[-1],BAJA
840824,[-1],NA
842077,[-1],BAJA
925329,[-1],NA
897292,[-1],NA
836568,[-1],BAJA
817062,[-1],BAJA
886449,[-1],NA
886475,[-1],NA
876288,[-1],NA
918028,[-1],NA
840437,[-1],NA
840915,[-1],NA
851998,[-1],NA
933119,[-1],BAJA
855769,[-1],BAJA
864188,[-1],BAJA
864917,[-1],NA
884319,[-1],BAJA
840782,[-1],NA
896769,[-1],NA
929629,[-1],NA
817313,[-1],BAJA
821071,[-1],BAJA
844063,[-1],NA
842328,[-1],BAJA
863405,[-1],NA
879178,[-1],NA
874447,[-1],NA
918403,[-1],NA
905710,[-1],NA
866116,[-1],NA
884396,[-1],BAJA
932610,[-1],BAJA
825147,[-1],NA
864354,[-1],BAJA
886336,[-1],NA
811572,[-1],BAJA
819762,[-1],NA
837516,[-1],BAJA
931686,[-1],BAJA
923957,[-1],BAJA
909865,[-1],NA
873255,[-1],BAJA
858078,[-1],NA
848760,[-1],NA
829539,[-1],NA
929578,[-1],NA
850355,[-1],BAJA
835951,[-1],NA
900411,[-1],NA
931815,[-1],BAJA
856122,[-1],BAJA
913349,[-1],BAJA
841088,[-1],NA
845633,[-1],BAJA
822109,[-1],NA
815303,[-1],BAJA
839871,[-1],BAJA
843253,[-1],BAJA
890223,[-1],BAJA
824608,[-1],NA
819396,[-1],NA
891612,[-1],NA
891270,[-1],NA
874220,[-1],BAJA
886668,[-1],NA
903759,[-1],BAJA
842732,[-1],NA
830375,[-1],NA
837887,[-1],NA
883696,[-1],NA
816609,[-1],NA
834789,[-1],NA
908986,[-1],NA
919359,[-1],NA
887802,[-1],BAJA
829753,[-1],NA
884572,[-1],BAJA
915196,[-1],BAJA
930259,[-1],NA
856541,[-1],BAJA
865741,[-1],NA
885943,[-1],NA
884920,[-1],NA
876205,[-1],NA
912959,[-1],BAJA
904744,[-1],NA
905028,[-1],NA
920197,[-1],NA
928948,[-1],NA
874070,[-1],BAJA
866285,[-1],NA
865803,[-1],BAJA
813592,[-1],BAJA
844798,[-1],NA
853569,[-1],BAJA
806914,[-1],NA
845477,[-1],NA
916565,[-1],NA
853130,[-1],BAJA
841580,[-1],NA
844926,[-1],BAJA
914345,[-1],NA
805256,[-1],NA
901532,[-1],BAJA
866934,[-1],NA
916612,[-1],BAJA
925742,[-1],NA
824217,[-1],NA
833723,[-1],NA
839900,[-1],BAJA
844076,[-1],NA
855384,[-1],NA
885879,[-1],NA
871802,[-1],BAJA
893683,[-1],BAJA
820657,[-1],NA
860095,[-1],NA
929439,[-1],BAJA
828224,[-1],BAJA
933091,[-1],NA
811424,[-1],NA
926370,[-1],NA
920330,[-1],BAJA
816814,[-1],BAJA
841115,[-1],BAJA
811667,[-1],BAJA
908514,[-1],NA
929194,[-1],BAJA
815363,[-1],BAJA
925548,[-1],NA
848858,[-1],BAJA
905859,[-1],NA
817730,[-1],NA
893253,[-1],BAJA
844609,[-1],NA
850061,[-1],BAJA
917617,[-1],NA
903426,[-1],NA
830163,[-1],NA
878107,[-1],NA
911395,[-1],NA
910126,[-1],NA
926144,[-1],NA
926478,[-1],NA
839913,[-1],NA
805154,[-1],NA
822725,[-1],NA
862582,[-1],NA
883483,[-1],NA
935363,[-1],BAJA
925501,[-1],BAJA
814609,[-1],NA
840616,[-1],BAJA
844471,[-1],NA
911929,[-1],NA
931883,[-1],BAJA
932713,[-1],NA
847755,[-1],NA
824639,[-1],NA
844313,[-1],NA
854290,[-1],NA
829767,[-1],BAJA
874227,[-1],BAJA
881887,[-1],NA
906028,[-1],BAJA
843890,[-1],BAJA
916300,[-1],NA
844047,[-1],BAJA
852771,[-1],BAJA
864577,[-1],NA
879502,[-1],BAJA
914051,[-1],NA
890763,[-1],NA
913883,[-1],NA
862954,[-1],NA
845493,[-1],NA
886577,[-1],NA
901886,[-1],NA
900087,[-1],NA
869372,[-1],NA
893561,[-1],BAJA
842317,[-1],NA
920739,[-1],NA
841583,[-1],BAJA
810062,[-1],NA
837013,[-1],NA
809432,[-1],NA
829504,[-1],BAJA
834682,[-1],NA
887166,[-1],NA
896414,[-1],NA
898366,[-1],NA
901564,[-1],NA
905648,[-1],NA
912076,[-1],NA
927014,[-1],NA
824094,[-1],NA
920296,[-1],BAJA
932479,[-1],NA
819711,[-1],NA
864731,[-1],BAJA
878176,[-1],NA
896503,[-1],BAJA
908862,[-1],NA
843938,[-1],NA
928952,[-1],NA
885694,[-1],NA
908761,[-1],NA
915832,[-1],NA
889330,[-1],BAJA
875982,[-1],BAJA
867813,[-1],NA
927615,[-1],BAJA
861712,[-1],BAJA
892374,[-1],NA
927923,[-1],NA
838899,[-1],NA
837169,[-1],NA
882951,[-1],BAJA
937226,[-1],BAJA
857687,[-1],BAJA
848039,[-1],NA
887997,[-1],NA
830193,[-1],NA
837877,[-1],NA
850578,[-1],BAJA
857472,[-1],NA
875955,[-1],NA
908944,[-1],NA
916555,[-1],NA
917526,[-1],NA
919736,[-1],NA
933924,[-1],NA
814271,[-1],BAJA
852062,[-1],NA
856613,[-1],NA
908918,[-1],BAJA
829876,[-1],NA
824478,[-1],NA
851114,[-1],NA
900212,[-1],NA
901528,[-1],NA
905394,[-1],NA
920741,[-1],NA
830316,[-1],BAJA
840939,[-1],BAJA
888483,[-1],BAJA
913320,[-1],NA
851773,[-1],NA
907517,[-1],NA
879399,[-1],NA
838623,[-1],NA
924199,[-1],NA
841093,[-1],BAJA
912127,[-1],NA
835092,[-1],NA
914081,[-1],NA
906722,[-1],BAJA
936410,[-1],BAJA
929800,[-1],BAJA
824370,[-1],NA
859683,[-1],NA
881265,[-1],NA
885273,[-1],NA
897588,[-1],NA
885722,[-1],NA
867823,[-1],NA
838178,[-1],BAJA
846400,[-1],BAJA
835534,[-1],NA
837720,[-1],NA
838185,[-1],NA
820454,[-1],NA
896698,[-1],NA
898212,[-1],NA
887612,[-1],BAJA
874218,[-1],BAJA
874544,[-1],BAJA
847281,[-1],BAJA
823635,[-1],NA
810415,[-1],NA
813712,[-1],NA
858633,[-1],NA
935436,[-1],NA
921516,[-1],NA
881245,[-1],NA
860732,[-1],NA
861368,[-1],NA
850791,[-1],BAJA
856242,[-1],NA
838515,[-1],NA
894253,[-1],NA
880025,[-1],NA
805313,[-1],BAJA
810675,[-1],NA
925589,[-1],NA
915218,[-1],BAJA
874761,[-1],NA
903025,[-1],NA
830166,[-1],NA
845171,[-1],NA
902324,[-1],NA
920246,[-1],NA
935155,[-1],NA
882621,[-1],NA
882683,[-1],NA
885132,[-1],NA
898987,[-1],BAJA
911861,[-1],NA
844108,[-1],BAJA
912012,[-1],NA
897775,[-1],NA
900152,[-1],BAJA
900574,[-1],NA
812891,[-1],BAJA
837461,[-1],NA
908954,[-1],NA
916732,[-1],NA
919739,[-1],BAJA
924742,[-1],NA
865032,[-1],NA
865481,[-1],BAJA
859631,[-1],BAJA
852073,[-1],NA
852747,[-1],NA
844795,[-1],NA
846055,[-1],NA
840702,[-1],NA
932530,[-1],NA
904230,[-1],NA
929712,[-1],NA
852117,[-1],NA
829058,[-1],BAJA
869997,[-1],BAJA
852866,[-1],NA
860289,[-1],NA
878089,[-1],BAJA
928295,[-1],NA
830392,[-1],BAJA
840742,[-1],BAJA
860145,[-1],NA
888939,[-1],BAJA
808919,[-1],NA
845837,[-1],BAJA
835044,[-1],NA
856140,[-1],NA
805476,[-1],NA
812238,[-1],NA
821204,[-1],NA
844255,[-1],BAJA
918221,[-1],BAJA
937219,[-1],NA
912512,[-1],BAJA
929478,[-1],BAJA
899081,[-1],NA
823291,[-1],BAJA
819907,[-1],BAJA
871788,[-1],NA
880189,[-1],NA
892513,[-1],NA
891654,[-1],NA
843246,[-1],NA
849112,[-1],BAJA
921153,[-1],BAJA
853578,[-1],BAJA
910519,[-1],NA
839790,[-1],NA
859899,[-1],NA
916054,[-1],NA
914718,[-1],BAJA
915291,[-1],NA
815162,[-1],NA
810827,[-1],NA
805267,[-1],NA
879634,[-1],BAJA
835618,[-1],BAJA
860984,[-1],NA
851224,[-1],NA
824960,[-1],NA
833645,[-1],NA
866654,[-1],NA
928868,[-1],NA
846958,[-1],BAJA
879452,[-1],NA
901529,[-1],NA
810392,[-1],NA
910558,[-1],BAJA
862078,[-1],BAJA
870523,[-1],BAJA
883392,[-1],BAJA
937789,[-1],BAJA
936309,[-1],NA
849470,[-1],BAJA
805039,[-1],NA
815939,[-1],NA
822630,[-1],NA
908189,[-1],NA
905443,[-1],NA
912241,[-1],NA
928938,[-1],NA
841300,[-1],NA
904260,[-1],BAJA
886502,[-1],BAJA
910803,[-1],BAJA
812144,[-1],BAJA
852294,[-1],NA
813588,[-1],NA
828427,[-1],BAJA
873430,[-1],NA
897890,[-1],NA
836250,[-1],NA
854724,[-1],NA
934521,[-1],NA
829952,[-1],NA
919447,[-1],NA
933069,[-1],BAJA
842417,[-1],BAJA
806026,[-1],BAJA
860139,[-1],NA
821477,[-1],NA
813904,[-1],BAJA
871112,[-1],BAJA
865533,[-1],NA
844365,[-1],NA
924769,[-1],BAJA
910001,[-1],NA
821501,[-1],BAJA
834424,[-1],BAJA
833748,[-1],NA
848040,[-1],BAJA
908726,[-1],BAJA
821005,[-1],BAJA
824413,[-1],BAJA
819043,[-1],NA
871358,[-1],NA
900216,[-1],NA
925524,[-1],NA
811859,[-1],NA
810784,[-1],NA
849044,[-1],NA
908443,[-1],NA
906157,[-1],NA
818101,[-1],BAJA
824732,[-1],NA
836086,[-1],NA
836108,[-1],NA
838085,[-1],BAJA
869445,[-1],BAJA
897533,[-1],NA
902068,[-1],NA
916336,[-1],BAJA
848001,[-1],NA
932597,[-1],BAJA
843563,[-1],BAJA
820032,[-1],NA
905941,[-1],NA
890786,[-1],NA
888364,[-1],BAJA
916141,[-1],NA
929657,[-1],NA
927475,[-1],NA
860218,[-1],NA
936566,[-1],BAJA
852139,[-1],BAJA
842046,[-1],NA
852269,[-1],NA
821331,[-1],NA
901490,[-1],NA
804871,[-1],NA
832257,[-1],NA
839574,[-1],NA
840044,[-1],NA
912446,[-1],BAJA
909185,[-1],NA
905308,[-1],NA
821566,[-1],NA
854608,[-1],BAJA
924952,[-1],BAJA
932208,[-1],NA
866323,[-1],BAJA
870106,[-1],BAJA
861553,[-1],NA
887380,[-1],NA
820242,[-1],BAJA
865917,[-1],BAJA
847129,[-1],BAJA
888537,[-1],BAJA
886897,[-1],NA
935003,[-1],NA
866659,[-1],NA
826455,[-1],NA
826956,[-1],BAJA
844960,[-1],BAJA
864568,[-1],BAJA
877716,[-1],BAJA
815774,[-1],NA
833381,[-1],NA
836203,[-1],NA
826144,[-1],BAJA
918767,[-1],BAJA
820273,[-1],NA
851205,[-1],BAJA
804879,[-1],BAJA
860280,[-1],BAJA
898978,[-1],NA
857812,[-1],NA
854464,[-1],BAJA
852302,[-1],NA
843049,[-1],BAJA
847395,[-1],NA
901340,[-1],NA
925030,[-1],NA
920032,[-1],NA
819414,[-1],BAJA
832943,[-1],BAJA
812789,[-1],NA
827221,[-1],NA
865604,[-1],NA
913270,[-1],NA
865667,[-1],NA
824444,[-1],NA
832606,[-1],BAJA
844785,[-1],NA
901953,[-1],NA
840657,[-1],NA
858310,[-1],NA
881620,[-1],NA
857670,[-1],BAJA
924425,[-1],NA
811032,[-1],NA
827494,[-1],NA
909031,[-1],NA
894369,[-1],NA
834419,[-1],BAJA
879925,[-1],NA
897882,[-1],NA
914855,[-1],BAJA
846947,[-1],NA
886642,[-1],NA
919694,[-1],NA
845060,[-1],NA
849873,[-1],NA
851265,[-1],BAJA
926032,[-1],NA
920758,[-1],BAJA
886976,[-1],BAJA
927674,[-1],NA
891218,[-1],BAJA
874572,[-1],NA
864752,[-1],NA
855218,[-1],NA
849234,[-1],BAJA
843825,[-1],NA
937951,[-1],NA
848134,[-1],NA
918049,[-1],NA
876243,[-1],NA
859371,[-1],NA
849312,[-1],BAJA
847429,[-1],BAJA
849268,[-1],BAJA
806119,[-1],NA
806301,[-1],BAJA
905190,[-1],BAJA
932260,[-1],NA
932737,[-1],NA
865541,[-1],NA
913362,[-1],NA
832117,[-1],NA
838887,[-1],NA
926216,[-1],NA
807911,[-1],NA
866098,[-1],NA
843671,[-1],NA
852047,[-1],NA
911054,[-1],NA
858055,[-1],NA
866484,[-1],NA
902982,[-1],BAJA
928652,[-1],NA
900722,[-1],NA
